Date,Platform,Product_Category,Model_Name,Condition,Launch_Price_USD,Launch_Price_MAD,Current_Price_USD,Current_Price_MAD,Discount_Pct,Sale_Event,Stock_Status,Rating,Reviews_Count
2024-07-02,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,Renewed/Refurbished,1999,18590.7,1435.04,13345.87,28.2,Unknown,In Stock,3.9,1203
2025-02-14,Flipkart,Watch,Apple Watch Series X (45mm),New,429,3989.7,432.36,4020.95,-0.8,Unknown,Low Stock,4.6,717
2024-08-16,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,3059.7,199.59,1856.19,39.3,Unknown,In Stock,4.5,2370
2025-11-29,Amazon,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,11150.7,539.39,5016.33,55.00000000000001,Black Friday,Out of Stock,4.4,6708
2026-07-29,Flipkart,iPhone,iPhone 17 128GB,Renewed/Refurbished,849,7895.7,684.79,6368.55,19.3,Unknown,In Stock,4.5,1353
2025-01-01,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,18590.7,1671.72,15547.0,16.400000000000002,Unknown,Low Stock,4.3,3435
2024-02-29,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,11150.7,1106.16,10287.29,7.7,Unknown,In Stock,4.4,1556
2023-11-05,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,5570.7,505.66,4702.64,15.6,Unknown,In Stock,4.8,1404
2022-09-27,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,9290.7,1008.1,9375.33,-0.8999999999999999,Unknown,In Stock,4.3,82
2024-06-25,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,11150.7,1210.17,11254.58,-0.8999999999999999,Unknown,In Stock,4.3,1128
2025-10-29,Amazon,iPhone,iPhone 13 128GB,New,799,7430.7,473.82,4406.53,40.7,Unknown,In Stock,4.9,6354
2024-12-01,Flipkart,iPhone,iPhone 12 64GB,New,799,7430.7,478.09,4446.24,40.2,Unknown,Out of Stock,4.4,7463
2026-12-07,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,3989.7,261.75,2434.28,39.0,Unknown,Low Stock,4.7,5409
2026-03-14,Amazon,iPhone,iPhone 17 128GB,New,849,7895.7,841.11,7822.32,0.8999999999999999,Unknown,Low Stock,4.6,781
2025-07-20,Flipkart,Watch,Apple Watch Series X (45mm),Renewed/Refurbished,429,3989.7,352.28,3276.2,17.9,Unknown,In Stock,3.9,939
2023-06-10,Amazon,iPhone,iPhone 14 128GB,New,799,7430.7,503.77,4685.06,36.9,Great Indian Festival,In Stock,4.8,2097
2026-06-30,Flipkart,iPhone,iPhone 16 Pro 256GB,New,1099,10220.7,997.1,9273.03,9.3,Unknown,In Stock,4.3,2584
2022-08-30,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,9290.7,888.66,8264.54,11.0,Unknown,In Stock,4.4,2110
2025-09-22,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,11150.7,907.83,8442.82,24.3,Unknown,Low Stock,4.8,7138
2025-01-25,Flipkart,Watch,Apple Watch Ultra,New,799,7430.7,592.08,5506.34,25.9,Unknown,In Stock,4.4,2200
2023-04-09,Flipkart,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,9290.7,660.78,6145.25,33.900000000000006,Unknown,In Stock,4.5,4346
2023-12-09,Flipkart,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,9290.7,488.12,4539.52,51.1,Unknown,Out of Stock,4.1,4849
2024-04-02,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,11150.7,1000.73,9306.79,16.5,Unknown,In Stock,4.5,3907
2025-10-02,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,18590.7,1770.96,16469.93,11.4,Unknown,Low Stock,4.8,3456
2024-06-23,Amazon,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,7430.7,583.36,5425.25,27.0,Unknown,In Stock,4.2,1044
2026-05-28,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,3989.7,258.55,2404.52,39.7,Unknown,In Stock,4.7,8672
2024-06-17,Amazon,Mac,MacBook Air M3 256GB,Renewed/Refurbished,1099,10220.7,927.72,8627.8,15.6,Unknown,In Stock,3.9,276
2025-08-10,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,9290.7,513.73,4777.69,48.6,Great Indian Festival,Out of Stock,4.6,6121
2022-11-02,Amazon,iPad,iPad (9th Gen) 64GB,New,329,3059.7,228.53,2125.33,30.5,Unknown,In Stock,4.2,1880
2023-10-08,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,3059.7,224.45,2087.39,31.8,Unknown,In Stock,4.2,2837
2025-09-19,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,18590.7,1972.23,18341.74,1.3,Unknown,In Stock,4.8,1316
2025-07-11,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,3989.7,253.27,2355.41,41.0,Unknown,In Stock,4.4,2936
2024-07-02,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,18590.7,1908.24,17746.63,4.5,Unknown,Out of Stock,4.9,1704
2025-04-21,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,New,799,7430.7,508.07,4725.05,36.4,Unknown,Out of Stock,4.5,4741
2026-07-20,Amazon,Mac,MacBook Air M2 256GB,New,1199,11150.7,804.24,7479.43,32.9,Unknown,In Stock,4.3,3919
2023-08-17,Amazon,Mac,MacBook Air M1 256GB,New,999,9290.7,790.16,7348.49,20.9,Unknown,In Stock,4.6,4914
2021-08-26,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,3989.7,437.3,4066.89,-1.9,Unknown,In Stock,4.7,1553
2025-04-19,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,3989.7,328.94,3059.14,23.3,Unknown,In Stock,4.8,1912
2026-11-02,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,9290.7,685.58,6375.89,31.4,Unknown,In Stock,4.3,2380
2023-12-26,Flipkart,Mac,MacBook Air M1 256GB,New,999,9290.7,686.94,6388.54,31.2,Unknown,Out of Stock,4.8,3270
2026-03-10,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,3989.7,253.54,2357.92,40.9,Unknown,Low Stock,4.9,9733
2024-12-26,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,5570.7,362.55,3371.72,39.5,Unknown,Out of Stock,4.6,5228
2025-10-16,Amazon,Mac,MacBook Air M3 256GB,New,1099,10220.7,986.12,9170.92,10.3,Unknown,In Stock,4.9,2858
2025-02-09,Flipkart,Watch,Apple Watch Series 7 (45mm),Renewed/Refurbished,429,3989.7,215.05,1999.97,49.9,Unknown,Low Stock,3.8,6028
2024-10-13,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,3989.7,228.51,2125.14,46.7,Big Billion Days,Out of Stock,4.3,6760
2025-03-28,Flipkart,iPhone,iPhone 16 128GB,New,799,7430.7,805.8,7493.94,-0.8999999999999999,Unknown,In Stock,4.4,723
2026-01-01,Amazon,iPhone,iPhone 13 128GB,New,799,7430.7,486.76,4526.87,39.1,Unknown,In Stock,4.8,3640
2022-12-28,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,3989.7,210.06,1953.56,51.0,Unknown,In Stock,4.3,4050
2025-12-28,Amazon,Mac,MacBook Air M2 256GB,New,1199,11150.7,883.67,8218.13,26.3,Unknown,Out of Stock,4.8,6255
2025-02-07,Flipkart,Watch,Apple Watch Ultra 2,New,799,7430.7,697.22,6484.15,12.7,Unknown,In Stock,4.5,2220
2025-11-07,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,Renewed/Refurbished,1999,18590.7,1246.12,11588.92,37.7,Unknown,In Stock,4.3,4905
2023-03-03,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,9290.7,804.47,7481.57,19.5,Unknown,Out of Stock,4.4,1843
2024-04-12,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,18590.7,2026.01,18841.89,-1.4,Unknown,In Stock,4.9,149
2025-06-19,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,11150.7,1082.06,10063.16,9.8,Unknown,Low Stock,4.8,1176
2024-09-02,Amazon,iPhone,iPhone 13 128GB,New,799,7430.7,603.17,5609.48,24.5,Unknown,In Stock,4.6,2714
2023-08-06,Amazon,iPad,iPad (9th Gen) 64GB,Renewed/Refurbished,329,3059.7,178.04,1655.77,45.9,Unknown,In Stock,4.3,2120
2025-01-11,Flipkart,Mac,MacBook Air M2 256GB,New,1199,11150.7,902.34,8391.76,24.7,Unknown,In Stock,4.2,2822
2024-07-15,Flipkart,iPhone,iPhone 14 128GB,New,799,7430.7,708.43,6588.4,11.3,Unknown,In Stock,4.6,3662
2026-07-18,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,9290.7,455.66,4237.64,54.400000000000006,Prime Day,In Stock,4.8,7752
2024-05-12,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,9290.7,590.13,5488.21,40.9,Unknown,Low Stock,4.5,2357
2024-10-22,Amazon,Watch,Apple Watch Ultra,New,799,7430.7,592.87,5513.69,25.8,Unknown,In Stock,4.4,2754
2022-05-10,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,9290.7,557.0,5180.1,44.2,Big Billion Days,Out of Stock,4.5,2945
2023-12-14,Flipkart,iPad,iPad (9th Gen) 64GB,Renewed/Refurbished,329,3059.7,159.95,1487.54,51.4,Unknown,In Stock,4.3,1211
2025-11-30,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,3989.7,219.08,2037.44,48.9,Black Friday,In Stock,4.5,4623
2024-01-03,Amazon,Mac,MacBook Air M2 256GB,New,1199,11150.7,1099.21,10222.65,8.3,Unknown,In Stock,4.7,1629
2026-02-19,Flipkart,Watch,Apple Watch Ultra,New,799,7430.7,495.81,4611.03,37.9,Unknown,In Stock,4.5,4556
2023-03-02,Flipkart,Mac,MacBook Air M2 256GB,New,1199,11150.7,1206.27,11218.31,-0.6,Unknown,In Stock,4.4,1176
2022-12-19,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,3059.7,226.86,2109.8,31.0,Unknown,Low Stock,4.6,2279
2025-10-07,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,Renewed/Refurbished,1999,18590.7,1385.39,12884.13,30.7,Great Indian Festival,Low Stock,4.4,575
2025-09-23,Flipkart,iPhone,iPhone 16 Pro 256GB,New,1099,10220.7,995.25,9255.83,9.4,Unknown,In Stock,4.3,1887
2024-08-27,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,3989.7,422.29,3927.3,1.6,Unknown,In Stock,4.8,1372
2023-06-04,Amazon,Mac,MacBook Air M1 256GB,New,999,9290.7,784.31,7294.08,21.5,Unknown,Low Stock,4.3,3877
2025-01-08,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,18590.7,1897.29,17644.8,5.1,Unknown,In Stock,4.2,3467
2024-10-14,Flipkart,Mac,MacBook Air M3 256GB,New,1099,10220.7,912.06,8482.16,17.0,Big Billion Days,Low Stock,4.3,716
2021-11-12,Flipkart,iPhone,iPhone 12 64GB,New,799,7430.7,696.67,6479.03,12.8,Unknown,In Stock,4.9,1426
2025-08-22,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,7430.7,479.77,4461.86,40.0,Unknown,In Stock,4.8,6838
2026-02-07,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,11150.7,995.86,9261.5,16.900000000000002,Unknown,In Stock,4.7,5506
2026-02-01,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,Renewed/Refurbished,1999,18590.7,1595.68,14839.82,20.200000000000003,Unknown,In Stock,4.2,1764
2025-02-20,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,11150.7,1096.74,10199.68,8.5,Unknown,In Stock,4.6,1552
2025-08-23,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,3989.7,261.12,2428.42,39.1,Unknown,Low Stock,4.8,5014
2024-04-01,Amazon,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,7430.7,609.59,5669.19,23.7,Unknown,In Stock,4.2,229
2024-07-14,Amazon,iPhone,iPhone 12 64GB,New,799,7430.7,379.73,3531.49,52.5,Prime Day,In Stock,4.5,5541
2023-09-07,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,3059.7,230.06,2139.56,30.1,Unknown,Out of Stock,4.5,3484
2024-09-27,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,11150.7,888.19,8260.17,25.9,Unknown,In Stock,4.6,2458
2023-06-10,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,3989.7,255.72,2378.2,40.400000000000006,Unknown,In Stock,4.9,3597
2023-05-09,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,3989.7,424.1,3944.13,1.1,Unknown,In Stock,4.3,843
2024-10-05,Amazon,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,11150.7,689.58,6413.09,42.5,Great Indian Festival,In Stock,3.8,1289
2026-04-20,Amazon,iPhone,iPhone 14 Pro 128GB,Renewed/Refurbished,999,9290.7,571.26,5312.72,42.8,Unknown,Out of Stock,4.0,3003
2024-11-25,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,9290.7,793.38,7378.43,20.6,Black Friday,Out of Stock,4.3,501
2025-11-18,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,11150.7,812.98,7560.71,32.2,Unknown,Out of Stock,4.8,3758
2025-08-15,Amazon,iPhone,iPhone 16 128GB,Renewed/Refurbished,799,7430.7,649.62,6041.47,18.7,Unknown,In Stock,4.3,778
2025-09-10,Flipkart,iPhone,iPhone 17 128GB,New,849,7895.7,718.59,6682.89,15.4,Big Billion Days,Out of Stock,4.2,148
2025-01-20,Flipkart,iPhone,iPhone 16 128GB,Renewed/Refurbished,799,7430.7,619.91,5765.16,22.4,Unknown,In Stock,3.9,329
2023-04-16,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,11150.7,1185.05,11020.97,1.2,Unknown,In Stock,4.5,914
2026-07-25,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,Renewed/Refurbished,1999,18590.7,1390.1,12927.93,30.5,Unknown,Out of Stock,3.9,3403
2023-04-09,Flipkart,iPhone,iPhone 14 128GB,New,799,7430.7,798.01,7421.49,0.1,Unknown,In Stock,4.8,878
2024-11-28,Flipkart,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,11150.7,659.32,6131.68,45.0,Black Friday,Low Stock,3.9,4578
2022-05-12,Flipkart,Watch,Apple Watch Ultra,New,799,7430.7,800.03,7440.28,-0.1,Unknown,In Stock,4.2,310
2026-02-08,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,18590.7,1868.94,17381.14,6.5,Unknown,In Stock,4.5,1145
